Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
14191	26	11	8	0	7
14192	13	0	13	0	0
14197	21	0	14	5	2
14203	11	0	5	2	4
14206	30	0	18	1	11
14208	32	0	32	0	0
14214	80	36	44	0	0
14217	9	0	1	2	6
14220	13	2	10	0	1
14225	29	3	15	5	6
14228	24	6	13	3	2
14229	98	11	71	11	5
14230	22	8	9	4	1
14236	35	0	14	15	6
14237	20	2	13	5	0
14239	21	0	7	6	8
14243	50	8	42	0	0
14244	23	17	3	2	1
14245	48	20	23	3	2
14250	14	0	2	1	11
14251	47	0	40	6	1
14252	21	2	10	6	3
14261	18	0	11	3	4
14265	12	0	1	5	6
14268	20	4	9	7	0
14269	24	7	4	13	0
14271	17	5	7	3	2
14273	12	4	5	3	0
14274	90	68	18	1	3
14280	22	0	7	15	0
14285	21	0	0	14	7
14292	12	5	5	0	2
14293	27	12	15	0	0
14295	21	7	0	13	1
14305	68	9	45	12	2
14306	14	2	3	8	1
14311	55	5	34	7	9
14312	24	0	15	0	9
14314	23	0	17	2	4
14331	17	8	9	0	0
14338	20	2	13	0	5
14343	33	0	25	5	3
14347	31	0	31	0	0
14349	20	2	13	0	5
14376	12	2	3	4	3
14382	14	0	7	0	7
14408	14	0	3	3	8
14422	55	3	29	10	13
14424	70	12	39	9	10
14746	93	5	73	8	7
14766	51	2	23	11	15
14780	9850	1084	6721	888	1157
14781	1220	248	547	229	196
14782	763	84	267	281	131
14783	766	78	398	152	138
14784	764	216	308	142	98
14785	935	147	459	186	143
14786	533	108	299	75	51
14787	533	149	277	55	52
14788	436	54	220	90	72
14789	618	121	323	96	78
14790	685	104	367	126	88
14791	64	0	29	21	14
14792	566	150	251	73	92
14793	378	68	160	92	58
14794	682	69	360	81	172
14795	649	108	274	127	140
14796	324	51	144	54	75
14797	464	118	196	67	83
14798	393	52	203	75	63
14799	424	82	192	72	78
14800	759	165	389	105	100
14801	565	115	276	94	80
14802	283	71	92	70	50
14803	401	57	201	73	70
14804	346	74	152	41	79
14805	617	167	280	92	78
14806	311	33	181	46	51
14807	402	139	116	54	93
14808	370	36	131	113	90
14809	229	21	67	90	51
14810	311	58	171	48	34
14811	265	52	137	46	30
14812	346	44	193	48	61
14813	524	84	297	72	71
14814	316	45	155	71	45
14815	396	96	236	33	31
14816	265	44	124	41	56
14817	460	52	300	64	44
14818	263	27	160	42	34
14819	183	42	76	42	23
14820	384	79	212	25	68
14821	311	35	168	47	61
14822	213	34	103	43	33
14823	287	42	125	74	46
14824	174	36	55	34	49
14825	231	12	112	57	50
14826	332	39	125	111	57
14827	364	37	227	49	51
14828	335	28	155	87	65
14829	286	59	84	103	40
14830	202	21	88	52	41
14831	187	25	80	51	31
14832	161	24	61	55	21
14833	233	41	84	55	53
14834	250	4	151	50	45
14835	352	45	192	49	66
14836	161	24	69	39	29
14837	282	45	122	74	41
14838	291	21	124	55	91
14839	161	29	72	20	40
14840	203	28	89	55	31
14841	269	23	37	132	77
14842	188	35	63	42	48
14843	178	24	69	42	43
14844	161	17	96	23	25
14845	193	41	98	29	25
14846	231	47	111	30	43
14847	173	26	64	43	40
14848	213	29	132	31	21
14849	317	49	123	93	52
14850	138	15	58	25	40
14851	311	166	66	36	43
14852	134	25	52	23	34
14853	115	26	33	40	16
14854	169	20	91	27	31
14855	175	27	62	63	23
14856	114	24	62	10	18
14857	109	6	37	23	43
14858	123	33	59	15	16
14859	83	8	20	39	16
14860	266	35	148	59	24
14861	147	4	61	48	34
14862	110	16	57	26	11
14863	219	29	151	25	14
14864	117	28	41	27	21
14865	100	14	41	27	18
14866	147	20	80	25	22
14867	149	23	67	38	21
14868	99	2	60	15	22
14869	131	26	51	27	27
14870	125	10	37	32	46
14871	212	30	143	23	16
14872	102	29	35	15	23
14873	135	28	73	28	6
14874	141	36	42	35	28
14875	110	16	61	21	12
14876	159	37	97	9	16
14877	205	35	110	37	23
14878	256	54	142	40	20
14879	96	10	38	28	20
14880	144	25	92	10	17
14881	110	14	60	11	25
14882	142	15	56	42	29
14883	123	31	56	16	20
14884	102	17	60	8	17
14885	138	41	75	5	17
14886	159	27	80	28	24
14887	168	26	48	43	51
14888	119	0	102	1	16
14889	79	3	43	12	21
14890	120	20	75	15	10
14891	111	4	59	19	29
14892	112	27	49	21	15
14893	87	8	42	18	19
14894	85	2	47	19	17
14895	74	21	32	8	13
14896	168	76	75	5	12
14897	175	47	58	61	9
14898	88	2	41	20	25
14899	61	8	24	20	9
14900	116	19	70	16	11
14901	121	28	72	17	4
14902	76	11	38	18	9
14903	132	36	43	35	18
14904	66	6	19	21	20
14905	116	6	68	27	15
14906	87	0	36	19	32
14907	123	6	84	13	20
14908	158	9	73	40	36
14909	64	0	29	6	29
14910	91	15	53	8	15
14911	63	21	11	6	25
14912	120	27	70	12	11
14913	95	3	54	11	27
14914	202	57	90	13	42
14915	104	28	47	8	21
14916	81	11	50	11	9
14917	96	32	36	19	9
14918	95	11	48	27	9
14919	60	7	35	9	9
14920	80	39	26	13	2
14921	79	14	33	14	18
14922	88	11	43	19	15
14923	102	28	29	33	12
14924	115	3	90	18	4
14925	148	14	103	18	13
14926	97	24	32	29	12
14927	132	21	36	50	25
14928	103	49	14	7	33
14929	102	6	53	28	15
14930	108	19	43	25	21
14931	146	58	61	6	21
14932	84	43	25	2	14
14933	51	15	8	18	10
14934	57	2	25	4	26
14935	67	4	32	19	12
14936	73	3	30	22	18
14937	69	5	37	7	20
14938	56	3	14	27	12
14939	80	2	70	3	5
14940	81	40	15	9	17
14941	40	10	11	12	7
14942	115	7	55	14	39
14943	70	0	48	12	10
14944	74	27	27	8	12
14945	57	2	22	3	30
14946	47	6	13	18	10
14947	96	4	38	20	34
14948	34	0	7	15	12
14949	56	5	31	7	13
14950	108	21	79	2	6
14951	72	23	21	13	15
14952	69	2	37	16	14
14953	51	2	23	16	10
14954	77	7	46	21	3
14955	52	2	29	7	14
14956	170	0	130	11	29
14957	49	5	14	11	19
14958	109	7	51	14	37
14959	86	4	8	24	50
14960	56	22	28	2	4
14961	77	6	46	15	10
14962	131	29	41	21	40
14963	43	13	11	17	2
14964	62	3	35	10	14
14965	31	9	10	11	1
14966	65	7	38	20	0
14967	60	8	19	18	15
14968	40	13	12	8	7
14969	49	2	15	10	22
14970	33	5	15	6	7
14971	74	0	71	0	3
14972	109	31	44	23	11
14973	67	16	10	31	10
14974	61	0	55	2	4
14975	43	6	17	4	16
14976	32	7	12	7	6
14977	89	23	47	10	9
14978	64	7	35	7	15
14979	90	4	40	28	18
14980	50	14	24	9	3
14981	37	2	21	9	5
14982	64	35	15	9	5
14983	70	8	53	5	4
14984	60	4	19	8	29
14985	52	10	26	8	8
14986	51	4	34	6	7
14987	44	0	29	7	8
14988	44	9	7	16	12
14989	75	5	55	7	8
14990	56	16	23	13	4
14991	40	3	24	6	7
14992	44	13	10	14	7
14993	63	4	30	11	18
14994	52	0	47	2	3
14995	26	2	11	5	8
14996	42	11	10	2	19
14997	43	8	15	9	11
14998	47	2	27	16	2
14999	34	4	19	8	3
15000	64	5	35	5	19
15001	61	21	32	4	4
15002	31	5	2	5	19
15003	44	5	9	16	14
15004	36	4	24	0	8
15005	22	8	4	8	2
15006	25	2	4	18	1
15007	36	0	30	3	3
15008	46	7	30	5	4
15009	46	0	32	13	1
15010	48	8	24	4	12
15011	42	9	25	2	6
15012	24	10	7	1	6
15013	39	2	18	6	13
15014	55	0	37	14	4
15015	28	2	8	6	12
15016	45	0	35	6	4
15017	64	0	49	0	15
15018	113	4	85	20	4
15019	40	0	3	23	14
15020	87	14	65	3	5
15021	52	10	24	8	10
15022	46	9	7	6	24
15023	118	0	93	13	12
15024	85	0	72	2	11
15025	119	6	107	0	6
15026	26	0	13	13	0
15027	25	2	9	5	9
15028	29	4	17	2	6
15029	89	0	80	7	2
15030	59	49	3	3	4
15031	53	22	11	11	9
15032	115	7	55	14	39
15033	42	2	10	11	19
15034	27	2	4	6	15
15035	66	27	26	9	4
15036	71	36	25	7	3
15037	19	0	6	2	11
15038	36	0	16	10	10
15039	37	13	6	5	13
15040	79	2	48	6	23
15041	10	0	3	4	3
15043	36	14	6	3	13
15045	28	16	6	6	0
15046	111	12	42	25	32
15047	76	36	40	0	0
15048	19	0	7	2	10
15051	982	96	401	250	235
15052	786	91	310	217	168
15053	687	90	312	202	83
15054	574	82	266	99	127
15055	629	65	287	183	94
15056	578	57	246	143	132
15057	435	53	233	79	70
15058	484	91	232	63	98
15059	374	130	139	54	51
15060	328	37	196	33	62
15061	252	27	115	54	56
15062	141	20	73	30	18
15063	181	52	18	68	43
15064	151	61	45	31	14
15065	102	9	56	29	8
15066	132	39	46	21	26
15067	89	7	43	28	11
15068	83	16	25	29	13
15069	88	59	24	0	5
15070	61	7	26	13	15
15071	28	0	17	10	1
15072	23	0	16	7	0
15080	7	0	4	1	2
15112	247	16	91	87	53
15113	254	49	142	33	30
15114	347	82	152	55	58
15115	301	47	143	55	56
15127	166	15	55	47	49
15129	16	7	2	7	0
15140	209	32	100	50	27
15144	22	0	13	9	0
15149	200	6	98	68	28
15152	161	10	59	34	58
15156	189	21	90	36	42
15169	161	24	59	38	40
15171	238	43	147	24	24
15174	252	62	108	60	22
15186	283	102	85	60	36
15187	166	43	69	34	20
15191	35	13	17	5	0
15192	210	44	95	21	50
15193	222	38	88	27	69
15195	33	0	31	2	0
15206	166	35	44	35	52
15217	36	7	22	5	2
15218	98	8	43	24	23
15224	79	49	16	0	14
15234	208	55	98	29	26
15239	34	0	4	16	14
15243	50	7	6	7	30
15264	302	43	145	73	41
15271	156	17	64	48	27
15272	36	7	9	10	10
15278	35	0	22	6	7
15283	20	0	10	3	7
15291	199	26	123	22	28
15293	186	16	81	43	46
15298	47	8	31	6	2
15300	301	23	158	77	43
15302	132	12	77	27	16
15308	30	13	4	10	3
15311	16	5	0	10	1
15321	171	41	62	42	26
15323	18	7	8	0	3
15335	166	23	88	34	21
15337	329	71	117	89	52
15342	12	0	8	4	0
15345	534	125	298	49	62
15350	245	24	100	55	66
15353	12	2	6	0	4
15354	287	82	110	61	34
15357	132	23	28	44	37
15376	32	0	14	8	10
15377	301	54	125	79	43
15379	344	52	171	53	68
15384	255	18	118	72	47
15387	151	6	89	18	38
15391	175	42	66	35	32
15392	408	135	184	45	44
15408	241	43	111	33	54
15418	304	26	134	103	41
15420	276	40	101	55	80
15421	66	18	34	10	4
15424	310	109	113	46	42
15426	246	27	145	43	31
15427	202	34	90	42	36
15435	165	14	76	45	30
15440	161	17	73	44	27
15445	336	66	143	67	60
15447	236	24	152	17	43
15450	236	27	114	52	43
15465	291	34	142	70	45
15485	163	18	63	48	34
15487	226	17	117	49	43
15489	43	15	16	11	1
15490	343	49	160	67	67
15491	37	2	4	15	16
15494	30	0	7	6	17
15495	72	8	39	18	7
15501	22	7	15	0	0
15504	26	5	9	7	5
15508	64	2	30	16	16
15511	229	48	101	42	38
15512	76	15	53	4	4
15513	28	0	6	6	16
15514	43	11	17	7	8
15516	215	13	99	56	47
15519	203	19	85	43	56
15520	40	0	38	2	0
15522	322	56	125	60	81
15523	25	0	17	3	5
15524	299	60	155	48	36
15525	37	0	32	3	2
15527	206	50	54	54	48
15528	16	6	6	4	0
15530	28	0	25	0	3
15532	29	2	21	0	6
15534	41	0	11	30	0
15535	411	50	152	126	83
15536	46	31	7	3	5
15539	297	37	149	52	59
15540	268	34	148	52	34
15541	66	39	7	12	8
15542	50	2	32	5	11
15544	59	15	31	8	5
15545	30	6	9	8	7
15550	40	0	19	10	11
15553	211	48	83	34	46
15554	57	0	23	21	13
15555	68	25	23	0	20
15556	18	0	16	0	2
15564	9	3	2	3	1
15570	415	48	240	84	43
15571	204	50	75	46	33
15575	253	36	118	42	57
15577	64	0	58	3	3
15579	43	7	17	7	12
15580	371	52	179	66	74
15582	302	57	136	63	46
15583	258	74	100	37	47
15590	363	53	198	80	32
15592	249	59	97	35	58
15593	9	0	4	1	4
15597	437	69	170	111	87
15598	36	6	27	2	1
15599	241	30	120	34	57
15600	370	93	169	69	39
15606	299	64	147	46	42
15609	387	48	203	69	67
15610	284	69	65	78	72
15613	291	34	128	61	68
15617	568	194	175	87	112
15633	49	11	16	8	14
15642	24	17	0	7	0
15655	25	3	17	0	5
15663	25	11	5	8	1
15680	21	0	14	3	4
15682	25	0	18	0	7
15694	426	75	161	105	85
15695	16	0	13	0	3
15698	25	3	17	0	5
15706	265	49	96	50	70
15711	18	0	11	3	4
15713	12	3	7	2	0
15717	30	13	4	10	3
15719	44	4	39	0	1
15721	52	0	11	10	31
15723	319	51	156	36	76
15729	36	5	8	15	8
15731	45	3	18	21	3
15734	36	14	6	9	7
15735	269	49	80	75	65
15741	37	13	4	10	10
15744	304	118	113	46	27
15748	56	52	4	0	0
15749	279	55	110	28	86
15755	39	4	18	9	8
15757	282	36	114	51	81
15760	32	0	5	18	9
15762	394	94	180	59	61
15763	374	34	185	104	51
15769	34	10	0	12	12
15770	34	10	0	12	12
15774	49	22	10	16	1
15781	369	80	161	71	57
15790	24	17	0	7	0
15791	16	6	5	5	0
15792	42	0	35	0	7
15794	320	34	156	44	86
15802	460	128	163	92	77
15803	8	0	5	3	0
15805	18	4	11	0	3
15806	340	38	175	57	70
15809	49	0	30	14	5
15821	417	49	231	87	50
15824	27	12	9	2	4
15827	592	151	221	112	108
15828	359	32	201	72	54
15832	316	53	143	60	60
15833	342	36	157	71	78
15841	92	7	64	1	20
15843	311	83	101	55	72
15844	407	61	194	100	52
15845	477	72	249	74	82
15847	58	0	46	0	12
15849	351	55	176	76	44
15853	286	54	92	74	66
15856	301	69	111	64	57
15861	369	79	189	65	36
15862	75	23	51	0	1
15863	13	3	3	7	0
15864	14	3	3	4	4
15866	85	15	51	5	14
15867	483	113	197	112	61
15869	58	2	21	21	14
15870	435	48	166	116	105
15871	52	6	29	0	17
15873	346	38	112	100	96
15874	548	64	365	72	47
15875	21	0	3	9	9
15876	16	6	0	4	6
15877	189	29	67	88	5
15879	429	64	172	107	86
15880	358	69	135	100	54
15881	349	134	136	40	39
15882	279	35	114	73	57
15887	370	54	169	78	69
15888	547	59	243	161	84
15889	329	77	131	75	46
15890	278	83	63	91	41
15891	311	75	125	49	62
15892	30	7	6	16	1
15895	381	51	190	75	65
15897	394	85	208	48	53
15898	498	123	245	86	44
15900	350	41	181	65	63
15902	562	91	261	114	96
15905	322	33	144	88	57
15906	361	64	173	58	66
15907	507	104	208	135	60
15911	350	93	151	46	60
15912	73	18	34	4	17
15914	669	144	303	103	119
15915	42	4	18	15	5
15916	399	61	204	74	60
15917	20	0	3	17	0
15918	647	162	263	105	117
15919	60	4	28	8	20
15921	331	68	112	76	75
15922	8	0	3	1	4
15923	65	7	28	4	26
15924	28	2	25	0	1
15925	28	2	25	0	1
15926	37	6	17	8	6
15928	500	84	230	87	99
15929	61	11	36	4	10
15930	48	7	21	10	10
15931	359	108	139	79	33
15932	428	90	158	105	75
15934	438	38	244	100	56
15935	549	131	238	75	105
15937	475	118	206	74	77
15939	615	75	284	185	71
15941	539	121	256	90	72
15942	415	94	190	58	73
15943	84	12	58	2	12
15944	497	73	230	79	115
15945	63	4	32	8	19
15946	124	9	104	11	0
15947	484	125	190	91	78
15948	23	10	11	0	2
15949	431	73	183	85	90
15950	531	82	248	110	91
15952	573	135	257	76	105
15953	531	89	205	118	119
15954	34	0	14	6	14
15955	580	71	223	163	123
15956	723	234	295	80	114
15957	61	0	36	9	16
15958	638	111	321	115	91
15959	83	23	53	7	0
15960	858	56	443	218	141
15961	587	146	258	111	72
15962	608	122	287	104	95
15963	712	172	288	101	151
15964	837	194	356	152	135
15965	561	92	277	84	108
15966	484	90	181	91	122
15967	592	79	289	113	111
15970	829	142	334	227	126
15971	884	152	422	188	122
15972	60	6	41	5	8
15973	614	126	290	76	122
15974	717	130	341	145	101
15975	1021	170	474	209	168
15976	858	148	355	164	191
15977	1112	260	521	158	173
15978	761	80	328	180	173
15979	1318	319	604	195	200
15980	913	171	381	217	144
15982	950	172	407	181	190
15983	944	177	466	138	163
15984	1046	196	531	181	138
15985	1183	224	567	226	166
15986	964	224	428	155	157
15987	1592	430	714	278	170
15988	1446	310	622	238	276
15989	1425	266	647	273	239
15990	2544	539	1205	423	377
15991	37	2	14	11	10
15992	203783	4011	174249	7496	18027
15993	28	7	19	0	2
15994	66	4	39	0	23
15995	75	3	55	15	2
15999	83	22	36	11	14
16003	100	11	60	12	17
16004	17	0	4	11	2
16006	21	5	13	3	0
16007	62	7	39	9	7
16008	52	12	13	26	1
16009	85	6	39	28	12
16010	96	32	22	28	14
16012	26	0	17	6	3
16013	57	6	21	22	8
16014	43	0	25	14	4
16016	85	8	26	25	26
16017	61	7	22	8	24
16018	47	5	17	10	15
16020	48	24	9	0	15
16022	7	2	1	3	1
16023	90	32	34	12	12
16024	21	0	12	9	0
16026	25	0	22	0	3
16027	77	5	41	29	2
16031	72	2	34	19	17
16033	42	3	21	6	12
16036	50	4	24	15	7
16038	66	6	35	7	18
16039	21	0	0	14	7
16040	104	4	74	16	10
16041	49	10	23	11	5
16043	52	14	26	4	8
16044	49	6	34	6	3
16046	61	24	29	2	6
16047	19	2	9	0	8
16055	64	15	35	13	1
16057	75	15	33	8	19
16058	63	3	37	15	8
16062	30	8	15	7	0
16063	84	7	52	22	3
16064	44	0	14	18	12
16066	81	16	36	8	21
16067	73	10	23	20	20
16068	102	15	41	33	13
16071	31	21	7	1	2
16072	70	11	35	12	12
16073	113	10	80	20	3
16074	66	5	39	7	15
16075	53	11	26	12	4
16076	51	10	7	19	15
16079	94	23	48	2	21
16080	52	2	31	1	18
16082	37	4	19	8	6
16084	73	37	24	3	9
16086	56	0	39	11	6
16087	52	21	12	9	10
16089	91	15	40	22	14
16090	64	12	20	29	3
16092	8	0	5	2	1
16094	55	13	8	19	15
16096	46	15	15	4	12
16099	28	16	6	6	0
16102	24	17	5	0	2
16104	66	26	32	5	3
16105	10	0	0	3	7
16108	55	6	22	25	2
16109	50	19	20	2	9
16110	72	16	23	26	7
16111	45	10	19	5	11
16112	59	10	14	15	20
16114	56	15	14	19	8
16115	23	12	5	6	0
16117	60	12	17	17	14
16118	62	2	34	10	16
16120	77	9	17	21	30
16124	101	15	38	22	26
16125	49	7	6	24	12
16126	67	13	15	22	17
16127	83	9	38	21	15
16129	47	5	42	0	0
16131	107	9	67	24	7
16132	99	9	63	23	4
16134	93	28	56	2	7
16135	85	12	55	8	10
16136	71	8	22	15	26
16137	10	0	5	2	3
16138	49	6	35	4	4
16139	45	5	13	20	7
16140	80	9	34	14	23
16141	38	0	8	25	5
16142	41	10	14	10	7
16143	47	7	11	6	23
16144	123	26	63	22	12
16146	13	0	8	5	0
16147	90	15	17	29	29
16148	88	18	41	10	19
16149	55	7	27	10	11
16150	81	3	50	13	15
16154	54	11	21	8	14
16155	114	19	28	38	29
16157	56	9	29	12	6
16158	20	0	19	0	1
16159	40	3	35	0	2
16160	18	0	8	2	8
16162	48	4	29	6	9
16163	65	0	52	6	7
16164	16	2	12	0	2
16165	106	5	37	42	22
16168	59	5	12	31	11
16172	34	13	21	0	0
16173	108	28	70	6	4
16174	104	0	55	20	29
16178	72	3	49	7	13
16180	23	13	4	6	0
16182	78	6	31	29	12
16184	95	15	39	25	16
16189	84	8	24	17	35
16190	25	6	5	6	8
16192	21	17	0	3	1
16196	62	6	34	14	8
16197	27	0	24	0	3
16198	66	0	38	4	24
16199	126	5	85	18	18
16200	60	16	28	5	11
16201	124	20	82	13	9
16202	15	0	0	13	2
16204	10	0	8	2	0
16206	79	45	26	7	1
16207	119	16	53	36	14
16208	67	9	16	19	23
16209	53	0	30	4	19
16210	103	2	44	29	28
16211	115	5	65	30	15
16216	72	0	45	12	15
16220	130	30	40	42	18
16223	98	17	56	7	18
16230	59	0	26	24	9
16232	24	8	11	1	4
16233	51	13	11	9	18
16243	46	15	14	5	12
16246	62	5	29	21	7
16254	57	14	18	11	14
16256	111	13	29	35	34
16257	20	0	8	0	12
16260	32	0	29	3	0
16262	55	6	16	18	15
16264	14	0	8	6	0
16267	14	0	6	8	0
16270	52	5	20	15	12
16271	66	2	28	24	12
16273	17	7	4	6	0
16274	83	15	20	13	35
16276	73	20	40	3	10
16277	59	2	21	11	25
16280	54	12	22	8	12
16281	83	6	54	18	5
16282	51	0	19	19	13
16285	74	7	27	21	19
16286	100	37	24	30	9
16287	44	15	20	0	9
16288	12	3	3	6	0
16290	102	21	51	28	2
16294	74	16	21	11	26
16295	151	8	84	26	33
16296	103	11	60	11	21
16298	127	62	46	14	5
16300	25	0	14	5	6
16304	34	0	7	0	27
16305	99	29	40	20	10
16306	17	0	11	6	0
16313	54	2	18	23	11
16316	83	6	48	13	16
16320	70	25	24	21	0
16325	76	4	31	17	24
16326	128	29	73	9	17
16327	80	29	19	17	15
16330	26	4	19	3	0
16336	10	0	2	7	1
16339	19	0	11	6	2
16340	136	21	84	19	12
16341	28	0	22	0	6
16342	77	5	43	13	16
16344	69	5	36	20	8
16345	81	9	44	20	8
16347	77	22	17	10	28
16352	54	0	32	7	15
16353	65	10	34	12	9
16354	41	2	17	11	11
16360	210	121	63	17	9
16365	88	9	42	28	9
16367	114	10	79	13	12
16369	68	6	35	16	11
16370	119	10	80	28	1
16371	64	4	22	30	8
16372	73	19	11	19	24
16373	125	19	41	37	28
16374	56	4	22	19	11
16375	43	5	37	0	1
16376	52	2	30	4	16
16377	93	22	27	18	26
16379	133	14	96	0	23
16381	76	29	23	9	15
16383	19	6	3	6	4
16384	58	12	23	14	9
16385	99	11	58	2	28
16386	96	19	43	23	11
16387	44	7	35	0	2
16388	67	12	49	4	2
16389	99	32	48	16	3
16390	23	0	3	7	13
16391	57	11	30	10	6
16393	8	0	2	0	6
16395	52	9	31	10	2
16397	61	17	9	20	15
16398	90	17	28	18	27
16399	61	8	7	22	24
16400	132	46	47	23	16
16401	106	7	39	35	25
16402	30	10	14	0	6
16403	49	34	11	0	4
16405	89	8	55	19	7
16406	103	10	39	28	26
16407	64	12	15	25	12
16408	15	0	9	1	5
16409	9	2	2	0	5
16411	134	15	71	23	25
16412	163	126	22	5	10
16413	59	8	28	7	16
16414	12	0	3	4	5
16415	92	8	40	25	19
16417	20	0	19	1	0
16418	49	5	21	8	15
16419	22	3	10	2	7
16420	18	0	0	18	0
16421	94	11	24	32	27
16422	22	0	20	2	0
16423	20	0	7	12	1
16424	44	5	14	12	13
16425	13	2	2	5	4
16426	35	0	31	3	1
16428	107	31	60	0	16
16430	79	7	35	10	27
16431	103	10	69	13	11
16432	163	31	61	30	41
16434	92	7	46	13	26
16435	91	34	42	5	10
16436	5	0	1	3	1
16437	12	0	7	5	0
16438	93	6	54	4	29
16439	42	25	17	0	0
16440	173	6	93	30	44
16441	112	25	41	12	34
16442	15	7	5	3	0
16443	30	8	20	1	1
16444	120	17	60	8	35
16445	62	6	25	9	22
16447	98	25	44	10	19
16450	65	10	18	24	13
16452	96	7	55	6	28
16455	59	6	43	3	7
16458	19	0	8	11	0
16460	100	18	58	12	12
16462	26	12	0	12	2
16463	39	2	35	1	1
16464	23	0	19	1	3
16466	39	0	28	0	11
16467	23	0	12	11	0
16468	15	3	3	8	1
16469	33	0	21	0	12
16470	85	37	34	5	9
16472	24	0	0	9	15
16474	21	3	0	9	9
16475	122	5	59	38	20
16476	61	10	21	11	19
16478	24	3	11	9	1
16480	115	19	64	17	15
16481	228	50	99	45	34
16482	121	11	75	18	17
16483	16	0	3	0	13
16485	114	36	40	24	14
16488	54	4	15	22	13
16489	22	15	0	6	1
16490	19	0	12	5	2
16491	16	0	6	8	2
16492	28	15	7	5	1
16493	20	0	13	7	0
16495	10	6	2	0	2
16496	20	0	4	12	4
16497	70	2	32	21	15
16500	17	3	0	0	14
16501	17	0	8	8	1
16503	99	15	50	13	21
16504	188	68	67	35	18
16505	19	5	10	4	0
16506	29	0	16	0	13
16507	86	2	55	9	20
16508	27	0	24	1	2
16509	17	0	16	1	0
16510	92	8	33	21	30
16511	20	3	15	2	0
16512	36	30	2	2	2
16513	36	18	10	5	3
16514	11	5	4	0	2
16515	17	0	14	3	0
16516	18	0	18	0	0
16517	29	8	12	9	0
16520	102	24	31	21	26
16521	77	6	37	19	15
16524	93	10	42	21	20
16526	6	0	1	2	3
16528	57	11	28	12	6
16529	13	3	9	0	1
16530	15	0	9	1	5
16532	88	30	28	22	8
16535	11	2	4	4	1
16536	112	15	83	9	5
16537	76	9	34	18	15
16538	13	10	2	1	0
16539	25	0	11	2	12
16540	19	8	11	0	0
16541	107	6	32	48	21
16542	16	5	7	2	2
16544	19	0	5	13	1
16546	21	5	9	5	2
16547	122	24	68	17	13
16549	13	0	2	8	3
16550	18	0	4	11	3
16553	185	6	150	7	22
16555	92	8	48	10	26
16556	25	2	11	12	0
16557	108	19	35	39	15
16558	49	49	0	0	0
16559	54	51	3	0	0
16560	117	28	48	16	25
16563	137	17	57	30	33
16566	20	6	9	5	0
16567	29	0	15	3	11
16569	21	6	10	3	2
16570	140	31	78	16	15
16571	131	4	90	25	12
16572	29	0	24	0	5
16576	96	16	36	14	30
16577	41	0	33	6	2
16578	24	0	10	14	0
16579	75	10	27	14	24
16580	125	13	73	20	19
16581	91	21	40	22	8
16582	31	10	16	3	2
16583	106	16	70	11	9
16584	73	7	36	13	17
16586	23	3	5	10	5
16587	20	5	8	7	0
16588	13	3	1	8	1
16589	10	0	0	4	6
16590	26	13	7	6	0
16592	104	18	45	24	17
16593	116	19	28	39	30
16595	9	2	3	2	2
16596	23	15	1	0	7
16599	13	0	7	5	1
16600	113	15	21	51	26
16601	66	25	41	0	0
16602	102	11	34	30	27
16603	27	4	10	13	0
16608	26	14	11	0	1
16609	85	11	50	14	10
16611	12	0	10	1	1
16612	15	15	0	0	0
16613	17	0	10	7	0
16615	115	13	45	44	13
16616	82	26	35	8	13
16618	133	25	78	10	20
16619	11	0	7	2	2
16620	34	5	22	1	6
16621	85	17	35	16	17
16622	242	113	82	23	24
16623	181	111	40	18	12
16624	112	33	28	22	29
16626	147	18	74	37	18
16628	34	5	26	3	0
16632	237	43	148	37	9
16633	20	10	6	4	0
16635	136	34	58	18	26
16636	13	0	8	2	3
16637	18	0	12	6	0
16640	26	0	11	8	7
16641	24	10	0	9	5
16642	22	0	15	0	7
16644	168	0	61	56	51
16647	47	0	33	14	0
16648	96	2	42	39	13
16650	15	0	4	9	2
16651	15	4	7	2	2
16657	11	4	3	4	0
16659	16	0	10	1	5
16664	37	12	5	0	20
16667	28	0	25	0	3
16670	25	17	0	4	4
16671	21	0	11	3	7
16672	186	29	77	43	37
16675	216	28	74	54	60
16676	110	4	40	23	43
16677	23	14	6	0	3
16678	36	0	0	2	34
16679	190	21	106	51	12
16680	24	0	19	5	0
16681	88	6	24	42	16
16682	43	23	9	6	5
16686	82	9	46	4	23
16688	108	29	50	6	23
16695	137	17	57	44	19
16696	134	16	102	9	7
16697	16	0	13	1	2
16698	13	0	0	12	1
16699	9	0	0	2	7
16700	48	0	25	8	15
16702	17	7	1	9	0
16703	115	17	55	11	32
16704	229	92	105	10	22
16706	113	25	51	21	16
16707	112	22	46	35	9
16708	97	11	44	21	21
16709	153	56	61	10	26
16712	97	9	21	31	36
16713	209	40	112	32	25
16714	213	61	126	13	13
16715	110	7	67	11	25
16717	200	24	103	45	28
16718	208	12	128	30	38
16720	128	37	46	12	33
16721	162	43	41	44	34
16723	203	46	65	40	52
16724	127	9	57	11	50
16725	15	0	0	3	12
16729	131	4	16	68	43
16731	44	0	29	0	15
16732	122	32	47	12	31
16734	28	3	10	13	2
16735	105	18	47	20	20
16736	106	9	54	18	25
16737	139	12	81	24	22
16738	19	3	12	4	0
16740	19	0	15	1	3
